Jahrgang,Geschlecht,Alter,qx
1961,Frau,2,0.000691
1961,Frau,3,0.000775
1961,Frau,4,0.000587
1961,Frau,5,0.000692
1961,Frau,6,0.000461
1961,Frau,7,0.000272
1961,Frau,8,0.000335
1961,Frau,9,0.000313
1961,Frau,10,0.000126
1961,Frau,11,0.000209
1961,Frau,12,0.000271
1961,Frau,13,0.000146
1961,Frau,14,0.000188
1961,Frau,15,0.000336
1961,Frau,16,0.000568
1961,Frau,17,0.000462
1961,Frau,18,0.000586
1961,Frau,19,0.000498
1961,Frau,20,0.000494
1961,Frau,21,0.000673
1961,Frau,22,0.000527
1961,Frau,23,0.000562
1961,Frau,24,0.000436
1961,Frau,25,0.000586
1961,Frau,26,0.000559
1961,Frau,27,0.000379
1961,Frau,28,0.000484
1961,Frau,29,0.000691
1961,Frau,30,0.000455
1961,Frau,31,0.00069
1961,Frau,32,0.000546
1961,Frau,33,0.000932
1961,Frau,34,0.000827
1961,Frau,35,0.000692
1961,Frau,36,0.000676
1961,Frau,37,0.00066
1961,Frau,38,0.000709
1961,Frau,39,0.000927
1961,Frau,40,0.000855
1961,Frau,41,0.000785
1961,Frau,42,0.0007
1961,Frau,43,0.000665
1961,Frau,44,0.000864
1961,Frau,45,0.000946
1961,Frau,46,0.000959
1961,Frau,47,0.001201
1961,Frau,48,0.00136
1961,Frau,49,0.001425
1961,Frau,50,0.001423
1961,Frau,51,0.001438
1961,Frau,52,0.001925
1961,Frau,53,0.002088
1961,Frau,54,0.002139
1961,Frau,55,0.002144
1961,Frau,56,0.002302
1961,Frau,57,0.002597
1961,Frau,58,0.00243
1961,Frau,59,0.003618
1961,Frau,60,0.003549
1961,Frau,61,0.003345
1961,Frau,62,0.003457
1961,Frau,63,0.003779
1961,Frau,64,0.00411
1961,Frau,65,0.004443
1961,Frau,66,0.004779
1961,Frau,67,0.005142
1961,Frau,68,0.005548
1961,Frau,69,0.006006
1961,Frau,70,0.006516
1961,Frau,71,0.007082
1961,Frau,72,0.007726
1961,Frau,73,0.008464
1961,Frau,74,0.009313
1961,Frau,75,0.010298
1961,Frau,76,0.011448
1961,Frau,77,0.012808
1961,Frau,78,0.014444
1961,Frau,79,0.016421
1961,Frau,80,0.018808
1961,Frau,81,0.021624
1961,Frau,82,0.024958
1961,Frau,83,0.028937
1961,Frau,84,0.03365
1961,Frau,85,0.039244
1961,Frau,86,0.045877
1961,Frau,87,0.053653
1961,Frau,88,0.062657
1961,Frau,89,0.072936
1961,Frau,90,0.0845
1961,Frau,91,0.097354
1961,Frau,92,0.111502
1961,Frau,93,0.126947
1961,Frau,94,0.143713
1961,Frau,95,0.161852
1961,Frau,96,0.181426
1961,Frau,97,0.202476
1961,Frau,98,0.22509
1961,Frau,99,0.249485
1961,Frau,100,0.275652
1961,Frau,101,0.303561
1961,Frau,102,0.333391
1961,Frau,103,0.365444
1961,Frau,104,0.399956
1961,Frau,105,0.435912
1961,Frau,106,0.472803
1961,Frau,107,0.51374
1961,Frau,108,0.556581
1961,Frau,109,0.601023
1961,Frau,110,0.646768
1961,Frau,111,0.693366
1961,Frau,112,0.740185
1961,Frau,113,0.786388
1961,Frau,114,0.830931
1961,Frau,115,0.872596
1961,Frau,116,0.910071
1961,Frau,117,0.942105
1961,Frau,118,0.967725
1961,Frau,119,0.986536
1961,Frau,120,1.0
1961,Mann,0,0.023696
1961,Mann,1,0.001655
1961,Mann,2,0.001233
1961,Mann,3,0.001071
1961,Mann,4,0.000587
1961,Mann,5,0.000748
1961,Mann,6,0.000627
1961,Mann,7,0.000485
1961,Mann,8,0.000748
1961,Mann,9,0.000364
1961,Mann,10,0.000627
1961,Mann,11,0.000323
1961,Mann,12,0.000484
1961,Mann,13,0.000424
1961,Mann,14,0.000507
1961,Mann,15,0.000569
1961,Mann,16,0.00059
1961,Mann,17,0.000935
1961,Mann,18,0.001581
1961,Mann,19,0.001879
1961,Mann,20,0.00157
1961,Mann,21,0.001983
1961,Mann,22,0.001636
1961,Mann,23,0.001504
1961,Mann,24,0.001371
1961,Mann,25,0.001508
1961,Mann,26,0.001387
1961,Mann,27,0.001564
1961,Mann,28,0.001996
1961,Mann,29,0.001306
1961,Mann,30,0.001764
1961,Mann,31,0.00182
1961,Mann,32,0.001445
1961,Mann,33,0.001875
1961,Mann,34,0.00154
1961,Mann,35,0.001114
1961,Mann,36,0.001133
1961,Mann,37,0.001187
1961,Mann,38,0.001336
1961,Mann,39,0.001123
1961,Mann,40,0.001585
1961,Mann,41,0.001467
1961,Mann,42,0.001464
1961,Mann,43,0.001856
1961,Mann,44,0.001872
1961,Mann,45,0.001559
1961,Mann,46,0.001873
1961,Mann,47,0.001943
1961,Mann,48,0.00245
1961,Mann,49,0.002268
1961,Mann,50,0.002617
1961,Mann,51,0.002695
1961,Mann,52,0.002978
1961,Mann,53,0.003155
1961,Mann,54,0.003241
1961,Mann,55,0.003627
1961,Mann,56,0.003975
1961,Mann,57,0.004197
1961,Mann,58,0.003934
1961,Mann,59,0.005445
1961,Mann,60,0.005722
1961,Mann,61,0.006057
1961,Mann,62,0.006544
1961,Mann,63,0.007111
1961,Mann,64,0.007694
1961,Mann,65,0.008278
1961,Mann,66,0.008856
1961,Mann,67,0.009436
1961,Mann,68,0.010032
1961,Mann,69,0.010675
1961,Mann,70,0.011416
1961,Mann,71,0.012297
1961,Mann,72,0.013325
1961,Mann,73,0.014508
1961,Mann,74,0.015872
1961,Mann,75,0.017439
1961,Mann,76,0.019234
1961,Mann,77,0.021315
1961,Mann,78,0.023777
1961,Mann,79,0.026667
1961,Mann,80,0.029966
1961,Mann,81,0.033871
1961,Mann,82,0.03851
1961,Mann,83,0.044012
1961,Mann,84,0.050466
1961,Mann,85,0.057916
1961,Mann,86,0.066425
1961,Mann,87,0.076163
1961,Mann,88,0.087353
1961,Mann,89,0.10026
1961,Mann,90,0.115039
1961,Mann,91,0.13178
1961,Mann,92,0.150382
1961,Mann,93,0.170715
1961,Mann,94,0.192671
1961,Mann,95,0.216014
1961,Mann,96,0.240623
1961,Mann,97,0.266992
1961,Mann,98,0.295874
1961,Mann,99,0.328164
1961,Mann,100,0.364042
1961,Mann,101,0.403241
1961,Mann,102,0.444608
1961,Mann,103,0.488313
1961,Mann,104,0.540158
1961,Mann,105,0.6044
1961,Mann,106,0.645519
1961,Mann,107,0.687707
1961,Mann,108,0.730432
1961,Mann,109,0.772977
1961,Mann,110,0.81444
1961,Mann,111,0.853758
1961,Mann,112,0.889779
1961,Mann,113,0.921379
1961,Mann,114,0.947634
1961,Mann,115,0.968007
1961,Mann,116,0.982509
1961,Mann,117,0.991754
1961,Mann,118,0.99686
1961,Mann,119,0.999181
1961,Mann,120,1.0
1962,Frau,0,0.018705
1962,Frau,1,0.001417
1962,Frau,2,0.000752
1962,Frau,3,0.000508
1962,Frau,4,0.000713
1962,Frau,5,0.000531
1962,Frau,6,0.000655
1962,Frau,7,0.000431
1962,Frau,8,0.000328
1962,Frau,9,0.000513
1962,Frau,10,0.000267
1962,Frau,11,0.000225
1962,Frau,12,0.000266
1962,Frau,13,0.000185
1962,Frau,14,0.000227
1962,Frau,15,0.000289
1962,Frau,16,0.00033
1962,Frau,17,0.000617
1962,Frau,18,0.000366
1962,Frau,19,0.000707
1962,Frau,20,0.000581
1962,Frau,21,0.0004
1962,Frau,22,0.000397
1962,Frau,23,0.000393
1962,Frau,24,0.000388
1962,Frau,25,0.000552
1962,Frau,26,0.000618
1962,Frau,27,0.000552
1962,Frau,28,0.000484
1962,Frau,29,0.000691
1962,Frau,30,0.000628
1962,Frau,31,0.00072
1962,Frau,32,0.000663
1962,Frau,33,0.000676
1962,Frau,34,0.000593
1962,Frau,35,0.000659
1962,Frau,36,0.000627
1962,Frau,37,0.000527
1962,Frau,38,0.000591
1962,Frau,39,0.000801
1962,Frau,40,0.000781
1962,Frau,41,0.000909
1962,Frau,42,0.000907
1962,Frau,43,0.000939
1962,Frau,44,0.001018
1962,Frau,45,0.000966
1962,Frau,46,0.00125
1962,Frau,47,0.001326
1962,Frau,48,0.001195
1962,Frau,49,0.001399
1962,Frau,50,0.00173
1962,Frau,51,0.001616
1962,Frau,52,0.001551
1962,Frau,53,0.001789
1962,Frau,54,0.002331
1962,Frau,55,0.002578
1962,Frau,56,0.002238
1962,Frau,57,0.002152
1962,Frau,58,0.003019
1962,Frau,59,0.002846
1962,Frau,60,0.002851
1962,Frau,61,0.003084
1962,Frau,62,0.003379
1962,Frau,63,0.003694
1962,Frau,64,0.004018
1962,Frau,65,0.004344
1962,Frau,66,0.004672
1962,Frau,67,0.005028
1962,Frau,68,0.005425
1962,Frau,69,0.005874
1962,Frau,70,0.006374
1962,Frau,71,0.00693
1962,Frau,72,0.007563
1962,Frau,73,0.008289
1962,Frau,74,0.009126
1962,Frau,75,0.010097
1962,Frau,76,0.011231
1962,Frau,77,0.012575
1962,Frau,78,0.014191
1962,Frau,79,0.016144
1962,Frau,80,0.018505
1962,Frau,81,0.021287
1962,Frau,82,0.024579
1962,Frau,83,0.028511
1962,Frau,84,0.033169
1962,Frau,85,0.0387
1962,Frau,86,0.045262
1962,Frau,87,0.052958
1962,Frau,88,0.061875
1962,Frau,89,0.072061
1962,Frau,90,0.08353
1962,Frau,91,0.096289
1962,Frau,92,0.110344
1962,Frau,93,0.125703
1962,Frau,94,0.142388
1962,Frau,95,0.160456
1962,Frau,96,0.17997
1962,Frau,97,0.200973
1962,Frau,98,0.223553
1962,Frau,99,0.247927
1962,Frau,100,0.274089
1962,Frau,101,0.302011
1962,Frau,102,0.331872
1962,Frau,103,0.363972
1962,Frau,104,0.398549
1962,Frau,105,0.434595
1962,Frau,106,0.471603
1962,Frau,107,0.512663
1962,Frau,108,0.555648
1962,Frau,109,0.60025
1962,Frau,110,0.646168
1962,Frau,111,0.692946
1962,Frau,112,0.739943
1962,Frau,113,0.786312
1962,Frau,114,0.830998
1962,Frau,115,0.872769
1962,Frau,116,0.910304
1962,Frau,117,0.942344
1962,Frau,118,0.967919
1962,Frau,119,0.986644
1962,Frau,120,1.0
1962,Mann,0,0.023626
1962,Mann,1,0.001628
1962,Mann,2,0.00142
1962,Mann,3,0.000838
1962,Mann,4,0.000937
1962,Mann,5,0.000822
1962,Mann,6,0.000765
1962,Mann,7,0.00063
1962,Mann,8,0.000591
1962,Mann,9,0.000551
1962,Mann,10,0.000412
1962,Mann,11,0.000353
1962,Mann,12,0.000216
1962,Mann,13,0.000314
1962,Mann,14,0.000453
1962,Mann,15,0.000551
1962,Mann,16,0.000549
1962,Mann,17,0.000801
1962,Mann,18,0.001166
1962,Mann,19,0.00153
1962,Mann,20,0.001992
1962,Mann,21,0.001914
1962,Mann,22,0.001288
1962,Mann,23,0.001563
1962,Mann,24,0.001075
1962,Mann,25,0.001541
1962,Mann,26,0.001802
1962,Mann,27,0.001902
1962,Mann,28,0.001706
1962,Mann,29,0.001523
1962,Mann,30,0.001827
1962,Mann,31,0.00167
1962,Mann,32,0.001727
1962,Mann,33,0.001624
1962,Mann,34,0.001273
1962,Mann,35,0.001115
1962,Mann,36,0.001039
1962,Mann,37,0.000862
1962,Mann,38,0.001359
1962,Mann,39,0.001457
1962,Mann,40,0.001165
1962,Mann,41,0.001336
1962,Mann,42,0.0017
1962,Mann,43,0.001621
1962,Mann,44,0.001601
1962,Mann,45,0.001668
1962,Mann,46,0.001967
1962,Mann,47,0.002068
1962,Mann,48,0.002342
1962,Mann,49,0.002353
1962,Mann,50,0.00264
1962,Mann,51,0.00271
1962,Mann,52,0.002814
1962,Mann,53,0.003002
1962,Mann,54,0.003507
1962,Mann,55,0.003651
1962,Mann,56,0.003674
1962,Mann,57,0.003949
1962,Mann,58,0.004689
1962,Mann,59,0.005096
1962,Mann,60,0.005342
1962,Mann,61,0.005857
1962,Mann,62,0.00637
1962,Mann,63,0.006925
1962,Mann,64,0.007495
1962,Mann,65,0.008066
1962,Mann,66,0.00863
1962,Mann,67,0.009197
1962,Mann,68,0.009779
1962,Mann,69,0.010409
1962,Mann,70,0.011134
1962,Mann,71,0.011999
1962,Mann,72,0.01301
1962,Mann,73,0.014173
1962,Mann,74,0.015516
1962,Mann,75,0.017059
1962,Mann,76,0.01883
1962,Mann,77,0.020884
1962,Mann,78,0.023319
1962,Mann,79,0.026178
1962,Mann,80,0.029436
1962,Mann,81,0.033294
1962,Mann,82,0.03788
1962,Mann,83,0.043321
1962,Mann,84,0.049707
1962,Mann,85,0.057083
1962,Mann,86,0.065513
1962,Mann,87,0.075167
1962,Mann,88,0.086269
1962,Mann,89,0.099083
1962,Mann,90,0.113765
1962,Mann,91,0.130409
1962,Mann,92,0.14892
1962,Mann,93,0.169174
1962,Mann,94,0.191067
1962,Mann,95,0.214372
1962,Mann,96,0.238969
1962,Mann,97,0.265351
1962,Mann,98,0.294266
1962,Mann,99,0.326607
1962,Mann,100,0.362555
1962,Mann,101,0.401852
1962,Mann,102,0.443353
1962,Mann,103,0.487227
1962,Mann,104,0.539229
1962,Mann,105,0.603587
1962,Mann,106,0.645012
1962,Mann,107,0.687505
1962,Mann,108,0.730521
1962,Mann,109,0.773329
1962,Mann,110,0.81501
1962,Mann,111,0.854484
1962,Mann,112,0.890585
1962,Mann,113,0.922183
1962,Mann,114,0.948359
1962,Mann,115,0.968593
1962,Mann,116,0.982925
1962,Mann,117,0.992006
1962,Mann,118,0.996981
1962,Mann,119,0.999221
1962,Mann,120,1.0
1963,Frau,0,0.017274
1963,Frau,1,0.001425
1963,Frau,2,0.000656
1963,Frau,3,0.000717
1963,Frau,4,0.000566
1963,Frau,5,0.000491
1963,Frau,6,0.000355
1963,Frau,7,0.000532
1963,Frau,8,0.000237
1963,Frau,9,0.000158
1963,Frau,10,0.000296
1963,Frau,11,0.000256
1963,Frau,12,0.000218
1963,Frau,13,0.000258
1963,Frau,14,0.000259
1963,Frau,15,0.000299
1963,Frau,16,0.000338
1963,Frau,17,0.000553
1963,Frau,18,0.00051
1963,Frau,19,0.000604
1963,Frau,20,0.000467
1963,Frau,21,0.000444
1963,Frau,22,0.000441
1963,Frau,23,0.000511
1963,Frau,24,0.000541
1963,Frau,25,0.000514
1963,Frau,26,0.000469
1963,Frau,27,0.00058
1963,Frau,28,0.000488
1963,Frau,29,0.000514
1963,Frau,30,0.00075
1963,Frau,31,0.000887
1963,Frau,32,0.000641
1963,Frau,33,0.000672
1963,Frau,34,0.000416
1963,Frau,35,0.000623
1963,Frau,36,0.000574
1963,Frau,37,0.00078
1963,Frau,38,0.000523
1963,Frau,39,0.000583
1963,Frau,40,0.000833
1963,Frau,41,0.000815
1963,Frau,42,0.000939
1963,Frau,43,0.000781
1963,Frau,44,0.00098
1963,Frau,45,0.001052
1963,Frau,46,0.000985
1963,Frau,47,0.001441
1963,Frau,48,0.001484
1963,Frau,49,0.00139
1963,Frau,50,0.001446
1963,Frau,51,0.001489
1963,Frau,52,0.001915
1963,Frau,53,0.001887
1963,Frau,54,0.001968
1963,Frau,55,0.002281
1963,Frau,56,0.001876
1963,Frau,57,0.002517
1963,Frau,58,0.002827
1963,Frau,59,0.002818
1963,Frau,60,0.002759
1963,Frau,61,0.003014
1963,Frau,62,0.003303
1963,Frau,63,0.003611
1963,Frau,64,0.003928
1963,Frau,65,0.004247
1963,Frau,66,0.004568
1963,Frau,67,0.004916
1963,Frau,68,0.005305
1963,Frau,69,0.005745
1963,Frau,70,0.006236
1963,Frau,71,0.006782
1963,Frau,72,0.007404
1963,Frau,73,0.008119
1963,Frau,74,0.008943
1963,Frau,75,0.009901
1963,Frau,76,0.01102
1963,Frau,77,0.012346
1963,Frau,78,0.013943
1963,Frau,79,0.015874
1963,Frau,80,0.018208
1963,Frau,81,0.020957
1963,Frau,82,0.024209
1963,Frau,83,0.028093
1963,Frau,84,0.032697
1963,Frau,85,0.038166
1963,Frau,86,0.044657
1963,Frau,87,0.052273
1963,Frau,88,0.061103
1963,Frau,89,0.071198
1963,Frau,90,0.082572
1963,Frau,91,0.095237
1963,Frau,92,0.109199
1963,Frau,93,0.124471
1963,Frau,94,0.141077
1963,Frau,95,0.159074
1963,Frau,96,0.178528
1963,Frau,97,0.199482
1963,Frau,98,0.222027
1963,Frau,99,0.24638
1963,Frau,100,0.272537
1963,Frau,101,0.30047
1963,Frau,102,0.330361
1963,Frau,103,0.362507
1963,Frau,104,0.397148
1963,Frau,105,0.433282
1963,Frau,106,0.470405
1963,Frau,107,0.511587
1963,Frau,108,0.554712
1963,Frau,109,0.599473
1963,Frau,110,0.645562
1963,Frau,111,0.692518
1963,Frau,112,0.739692
1963,Frau,113,0.786227
1963,Frau,114,0.831055
1963,Frau,115,0.872932
1963,Frau,116,0.910527
1963,Frau,117,0.942575
1963,Frau,118,0.968106
1963,Frau,119,0.986749
1963,Frau,120,1.0
1963,Mann,0,0.02349
1963,Mann,1,0.001666
1963,Mann,2,0.001225
1963,Mann,3,0.000839
1963,Mann,4,0.00077
1963,Mann,5,0.000737
1963,Mann,6,0.000512
1963,Mann,7,0.000627
1963,Mann,8,0.000323
1963,Mann,9,0.000379
1963,Mann,10,0.000435
1963,Mann,11,0.000378
1963,Mann,12,0.000228
1963,Mann,13,0.000229
1963,Mann,14,0.000592
1963,Mann,15,0.000648
1963,Mann,16,0.000684
1963,Mann,17,0.001021
1963,Mann,18,0.001188
1963,Mann,19,0.001922
1963,Mann,20,0.001379
1963,Mann,21,0.001658
1963,Mann,22,0.001442
1963,Mann,23,0.001634
1963,Mann,24,0.001949
1963,Mann,25,0.001595
1963,Mann,26,0.00149
1963,Mann,27,0.001834
1963,Mann,28,0.001558
1963,Mann,29,0.001481
1963,Mann,30,0.001708
1963,Mann,31,0.001307
1963,Mann,32,0.001377
1963,Mann,33,0.001609
1963,Mann,34,0.001343
1963,Mann,35,0.001015
1963,Mann,36,0.000966
1963,Mann,37,0.001076
1963,Mann,38,0.001135
1963,Mann,39,0.001316
1963,Mann,40,0.00125
1963,Mann,41,0.001109
1963,Mann,42,0.001182
1963,Mann,43,0.001271
1963,Mann,44,0.001552
1963,Mann,45,0.001659
1963,Mann,46,0.00168
1963,Mann,47,0.001722
1963,Mann,48,0.002059
1963,Mann,49,0.001859
1963,Mann,50,0.002593
1963,Mann,51,0.002515
1963,Mann,52,0.002812
1963,Mann,53,0.003101
1963,Mann,54,0.003324
1963,Mann,55,0.003582
1963,Mann,56,0.003769
1963,Mann,57,0.004365
1963,Mann,58,0.004977
1963,Mann,59,0.00506
1963,Mann,60,0.005245
1963,Mann,61,0.0057
1963,Mann,62,0.006202
1963,Mann,63,0.006744
1963,Mann,64,0.007301
1963,Mann,65,0.007859
1963,Mann,66,0.00841
1963,Mann,67,0.008964
1963,Mann,68,0.009533
1963,Mann,69,0.010149
1963,Mann,70,0.01086
1963,Mann,71,0.011708
1963,Mann,72,0.012702
1963,Mann,73,0.013846
1963,Mann,74,0.015168
1963,Mann,75,0.016689
1963,Mann,76,0.018436
1963,Mann,77,0.020463
1963,Mann,78,0.022871
1963,Mann,79,0.025699
1963,Mann,80,0.028917
1963,Mann,81,0.032729
1963,Mann,82,0.037261
1963,Mann,83,0.042641
1963,Mann,84,0.04896
1963,Mann,85,0.056261
1963,Mann,86,0.064613
1963,Mann,87,0.074185
1963,Mann,88,0.085199
1963,Mann,89,0.097918
1963,Mann,90,0.112503
1963,Mann,91,0.12905
1963,Mann,92,0.147468
1963,Mann,93,0.167642
1963,Mann,94,0.189472
1963,Mann,95,0.212736
1963,Mann,96,0.237319
1963,Mann,97,0.263712
1963,Mann,98,0.292659
1963,Mann,99,0.325048
1963,Mann,100,0.361064
1963,Mann,101,0.400456
1963,Mann,102,0.442088
1963,Mann,103,0.486128
1963,Mann,104,0.538284
1963,Mann,105,0.602757
1963,Mann,106,0.644485
1963,Mann,107,0.687281
1963,Mann,108,0.730586
1963,Mann,109,0.773656
1963,Mann,110,0.815554
1963,Mann,111,0.855183
1963,Mann,112,0.891364
1963,Mann,113,0.922962
1963,Mann,114,0.94906
1963,Mann,115,0.969158
1963,Mann,116,0.983326
1963,Mann,117,0.992247
1963,Mann,118,0.997097
1963,Mann,119,0.999258
1963,Mann,120,1.0
1964,Frau,0,0.016554
1964,Frau,1,0.001565
1964,Frau,2,0.000789
1964,Frau,3,0.000664
1964,Frau,4,0.000441
1964,Frau,5,0.000213
1964,Frau,6,0.000482
1964,Frau,7,0.000329
1964,Frau,8,0.000291
1964,Frau,9,0.000232
1964,Frau,10,0.000116
1964,Frau,11,0.000233
1964,Frau,12,9.8e-05
1964,Frau,13,0.000235
1964,Frau,14,0.000255
1964,Frau,15,0.000234
1964,Frau,16,0.000408
1964,Frau,17,0.000387
1964,Frau,18,0.000404
1964,Frau,19,0.000462
1964,Frau,20,0.000498
1964,Frau,21,0.000817
1964,Frau,22,0.000338
1964,Frau,23,0.000591
1964,Frau,24,0.00062
1964,Frau,25,0.000502
1964,Frau,26,0.000488
1964,Frau,27,0.000672
1964,Frau,28,0.000757
1964,Frau,29,0.000486
1964,Frau,30,0.000704
1964,Frau,31,0.000651
1964,Frau,32,0.000427
1964,Frau,33,0.000474
1964,Frau,34,0.000646
1964,Frau,35,0.000644
1964,Frau,36,0.00072
1964,Frau,37,0.000561
1964,Frau,38,0.000496
1964,Frau,39,0.000648
1964,Frau,40,0.000692
1964,Frau,41,0.000783
1964,Frau,42,0.000828
1964,Frau,43,0.00096
1964,Frau,44,0.000788
1964,Frau,45,0.000993
1964,Frau,46,0.001108
1964,Frau,47,0.001179
1964,Frau,48,0.00131
1964,Frau,49,0.001083
1964,Frau,50,0.00142
1964,Frau,51,0.001506
1964,Frau,52,0.001328
1964,Frau,53,0.001729
1964,Frau,54,0.001837
1964,Frau,55,0.002156
1964,Frau,56,0.002194
1964,Frau,57,0.002533
1964,Frau,58,0.002643
1964,Frau,59,0.002484
1964,Frau,60,0.002697
1964,Frau,61,0.002946
1964,Frau,62,0.003228
1964,Frau,63,0.00353
1964,Frau,64,0.00384
1964,Frau,65,0.004152
1964,Frau,66,0.004466
1964,Frau,67,0.004806
1964,Frau,68,0.005187
1964,Frau,69,0.005619
1964,Frau,70,0.006101
1964,Frau,71,0.006637
1964,Frau,72,0.007249
1964,Frau,73,0.007953
1964,Frau,74,0.008765
1964,Frau,75,0.009709
1964,Frau,76,0.010813
1964,Frau,77,0.012123
1964,Frau,78,0.013701
1964,Frau,79,0.015609
1964,Frau,80,0.017917
1964,Frau,81,0.020634
1964,Frau,82,0.023846
1964,Frau,83,0.027683
1964,Frau,84,0.032233
1964,Frau,85,0.037641
1964,Frau,86,0.044061
1964,Frau,87,0.051598
1964,Frau,88,0.060342
1964,Frau,89,0.070346
1964,Frau,90,0.081625
1964,Frau,91,0.094196
1964,Frau,92,0.108067
1964,Frau,93,0.123252
1964,Frau,94,0.139778
1964,Frau,95,0.157705
1964,Frau,96,0.177098
1964,Frau,97,0.198005
1964,Frau,98,0.220515
1964,Frau,99,0.244845
1964,Frau,100,0.270996
1964,Frau,101,0.29894
1964,Frau,102,0.328859
1964,Frau,103,0.36105
1964,Frau,104,0.395752
1964,Frau,105,0.431973
1964,Frau,106,0.469209
1964,Frau,107,0.510511
1964,Frau,108,0.553775
1964,Frau,109,0.598692
1964,Frau,110,0.644951
1964,Frau,111,0.692083
1964,Frau,112,0.739433
1964,Frau,113,0.786132
1964,Frau,114,0.831102
1964,Frau,115,0.873086
1964,Frau,116,0.910741
1964,Frau,117,0.942798
1964,Frau,118,0.968288
1964,Frau,119,0.98685
1964,Frau,120,1.0
1964,Mann,0,0.021239
1964,Mann,1,0.001392
1964,Mann,2,0.001313
1964,Mann,3,0.000728
1964,Mann,4,0.000699
1964,Mann,5,0.000909
1964,Mann,6,0.000725
1964,Mann,7,0.000576
1964,Mann,8,0.00052
1964,Mann,9,0.00039
1964,Mann,10,0.00039
1964,Mann,11,0.000373
1964,Mann,12,0.000337
1964,Mann,13,0.000394
1964,Mann,14,0.000487
1964,Mann,15,0.000485
1964,Mann,16,0.000631
1964,Mann,17,0.000925
1964,Mann,18,0.001292
1964,Mann,19,0.001351
1964,Mann,20,0.001387
1964,Mann,21,0.001457
1964,Mann,22,0.001816
1964,Mann,23,0.001619
1964,Mann,24,0.001453
1964,Mann,25,0.001516
1964,Mann,26,0.00172
1964,Mann,27,0.001716
1964,Mann,28,0.001247
1964,Mann,29,0.001408
1964,Mann,30,0.00126
1964,Mann,31,0.001448
1964,Mann,32,0.000829
1964,Mann,33,0.001211
1964,Mann,34,0.001011
1964,Mann,35,0.001008
1964,Mann,36,0.001131
1964,Mann,37,0.00114
1964,Mann,38,0.001058
1964,Mann,39,0.001416
1964,Mann,40,0.001171
1964,Mann,41,0.001362
1964,Mann,42,0.001297
1964,Mann,43,0.001448
1964,Mann,44,0.001715
1964,Mann,45,0.001617
1964,Mann,46,0.001743
1964,Mann,47,0.001708
1964,Mann,48,0.001988
1964,Mann,49,0.002081
1964,Mann,50,0.002347
1964,Mann,51,0.002503
1964,Mann,52,0.002921
1964,Mann,53,0.00283
1964,Mann,54,0.003347
1964,Mann,55,0.003598
1964,Mann,56,0.004054
1964,Mann,57,0.004255
1964,Mann,58,0.004081
1964,Mann,59,0.004708
1964,Mann,60,0.005104
1964,Mann,61,0.005548
1964,Mann,62,0.006039
1964,Mann,63,0.006569
1964,Mann,64,0.007113
1964,Mann,65,0.007658
1964,Mann,66,0.008196
1964,Mann,67,0.008737
1964,Mann,68,0.009294
1964,Mann,69,0.009896
1964,Mann,70,0.010593
1964,Mann,71,0.011426
1964,Mann,72,0.012401
1964,Mann,73,0.013527
1964,Mann,74,0.014828
1964,Mann,75,0.016327
1964,Mann,76,0.01805
1964,Mann,77,0.020051
1964,Mann,78,0.022432
1964,Mann,79,0.02523
1964,Mann,80,0.028408
1964,Mann,81,0.032174
1964,Mann,82,0.036654
1964,Mann,83,0.041973
1964,Mann,84,0.048224
1964,Mann,85,0.055452
1964,Mann,86,0.063726
1964,Mann,87,0.073214
1964,Mann,88,0.08414
1964,Mann,89,0.096766
1964,Mann,90,0.111254
1964,Mann,91,0.127701
1964,Mann,92,0.146028
1964,Mann,93,0.16612
1964,Mann,94,0.187885
1964,Mann,95,0.211107
1964,Mann,96,0.235675
1964,Mann,97,0.262077
1964,Mann,98,0.291053
1964,Mann,99,0.323488
1964,Mann,100,0.359569
1964,Mann,101,0.399052
1964,Mann,102,0.440814
1964,Mann,103,0.485016
1964,Mann,104,0.537324
1964,Mann,105,0.601911
1964,Mann,106,0.64394
1964,Mann,107,0.687036
1964,Mann,108,0.73063
1964,Mann,109,0.77396
1964,Mann,110,0.816073
1964,Mann,111,0.855857
1964,Mann,112,0.892119
1964,Mann,113,0.923716
1964,Mann,114,0.949739
1964,Mann,115,0.969705
1964,Mann,116,0.983712
1964,Mann,117,0.992478
1964,Mann,118,0.997208
1964,Mann,119,0.999294
1964,Mann,120,1.0
1965,Frau,0,0.015612
1965,Frau,1,0.001452
1965,Frau,2,0.000803
1965,Frau,3,0.000696
1965,Frau,4,0.000605
1965,Frau,5,0.000663
1965,Frau,6,0.000471
1965,Frau,7,0.000434
1965,Frau,8,0.000158
1965,Frau,9,0.000336
1965,Frau,10,0.000259
1965,Frau,11,0.0001
1965,Frau,12,0.0001
1965,Frau,13,0.000321
1965,Frau,14,0.0002
1965,Frau,15,0.000299
1965,Frau,16,0.000258
1965,Frau,17,0.000456
1965,Frau,18,0.000456
1965,Frau,19,0.000413
1965,Frau,20,0.000489
1965,Frau,21,0.000542
1965,Frau,22,0.000612
1965,Frau,23,0.000395
1965,Frau,24,0.000462
1965,Frau,25,0.000487
1965,Frau,26,0.000606
1965,Frau,27,0.000559
1965,Frau,28,0.000583
1965,Frau,29,0.000591
1965,Frau,30,0.000585
1965,Frau,31,0.000534
